City,Date,Temperature,Fuel_Price,Unemployment,IsHoliday
1,07-01-11,48.27,2.976,7.742,FALSE
1,14-01-11,35.4,2.983,7.742,FALSE
1,21-01-11,44.04,3.016,7.742,FALSE
1,28-01-11,43.83,3.01,7.742,FALSE
1,04-02-11,42.27,2.989,7.742,FALSE
1,11-02-11,36.39,3.022,7.742,TRUE
1,18-02-11,57.36,3.045,7.742,FALSE
1,25-02-11,62.9,3.065,7.742,FALSE
1,04-03-11,59.58,3.288,7.742,FALSE
1,11-03-11,53.56,3.459,7.742,FALSE
1,18-03-11,62.76,3.488,7.742,FALSE
1,25-03-11,69.97,3.473,7.742,FALSE
1,01-04-11,59.17,3.524,7.682,FALSE
1,08-04-11,67.84,3.622,7.682,FALSE
1,15-04-11,71.27,3.743,7.682,FALSE
1,22-04-11,72.99,3.807,7.682,FALSE
1,29-04-11,72.03,3.81,7.682,FALSE
1,06-05-11,64.61,3.906,7.682,FALSE
1,13-05-11,75.64,3.899,7.682,FALSE
1,20-05-11,67.63,3.907,7.682,FALSE
1,27-05-11,77.72,3.786,7.682,FALSE
1,03-06-11,83,3.699,7.682,FALSE
1,10-06-11,83.13,3.648,7.682,FALSE
1,17-06-11,86.41,3.637,7.682,FALSE
1,24-06-11,83.58,3.594,7.682,FALSE
1,01-07-11,85.55,3.524,7.962,FALSE
1,08-07-11,85.83,3.48,7.962,FALSE
1,15-07-11,88.54,3.575,7.962,FALSE
1,22-07-11,85.77,3.651,7.962,FALSE
1,29-07-11,86.83,3.682,7.962,FALSE
1,05-08-11,91.65,3.684,7.962,FALSE
1,12-08-11,90.76,3.638,7.962,FALSE
1,19-08-11,89.94,3.554,7.962,FALSE
1,26-08-11,87.96,3.523,7.962,FALSE
1,02-09-11,87.83,3.533,7.962,FALSE
1,09-09-11,76,3.546,7.962,TRUE
1,16-09-11,79.94,3.526,7.962,FALSE
1,23-09-11,75.8,3.467,7.962,FALSE
1,30-09-11,79.69,3.355,7.962,FALSE
1,07-10-11,69.31,3.285,7.866,FALSE
1,14-10-11,71.74,3.274,7.866,FALSE
1,21-10-11,63.71,3.353,7.866,FALSE
1,28-10-11,66.57,3.372,7.866,FALSE
1,04-11-11,54.98,3.332,7.866,FALSE
1,11-11-11,59.11,3.297,7.866,FALSE
1,18-11-11,62.25,3.308,7.866,FALSE
1,25-11-11,60.14,3.236,7.866,TRUE
1,02-12-11,48.91,3.172,7.866,FALSE
1,09-12-11,43.93,3.158,7.866,FALSE
1,16-12-11,51.63,3.159,7.866,FALSE
1,23-12-11,47.96,3.112,7.866,FALSE
1,30-12-11,44.55,3.129,7.866,TRUE
1,06-01-12,49.01,3.157,7.348,FALSE
1,13-01-12,48.53,3.261,7.348,FALSE
1,20-01-12,54.11,3.268,7.348,FALSE
1,27-01-12,54.26,3.29,7.348,FALSE
1,03-02-12,56.55,3.36,7.348,FALSE
1,10-02-12,48.02,3.409,7.348,TRUE
1,17-02-12,45.32,3.51,7.348,FALSE
1,24-02-12,57.25,3.555,7.348,FALSE
1,02-03-12,60.96,3.63,7.348,FALSE
1,09-03-12,58.76,3.669,7.348,FALSE
1,16-03-12,64.74,3.734,7.348,FALSE
1,23-03-12,65.93,3.787,7.348,FALSE
1,30-03-12,67.61,3.845,7.348,FALSE
1,06-04-12,70.43,3.891,7.143,FALSE
1,13-04-12,69.07,3.891,7.143,FALSE
1,20-04-12,66.76,3.877,7.143,FALSE
1,27-04-12,67.23,3.814,7.143,FALSE
1,04-05-12,75.55,3.749,7.143,FALSE
1,11-05-12,73.77,3.688,7.143,FALSE
1,18-05-12,70.33,3.63,7.143,FALSE
1,25-05-12,77.22,3.561,7.143,FALSE
1,01-06-12,77.95,3.501,7.143,FALSE
1,08-06-12,78.3,3.452,7.143,FALSE
1,15-06-12,79.35,3.393,7.143,FALSE
1,22-06-12,78.39,3.346,7.143,FALSE
1,29-06-12,84.88,3.286,7.143,FALSE
1,06-07-12,81.57,3.227,6.908,FALSE
1,13-07-12,77.12,3.256,6.908,FALSE
1,20-07-12,80.42,3.311,6.908,FALSE
1,27-07-12,82.66,3.407,6.908,FALSE
1,03-08-12,86.11,3.417,6.908,FALSE
1,10-08-12,85.05,3.494,6.908,FALSE
1,17-08-12,84.85,3.571,6.908,FALSE
1,24-08-12,77.66,3.62,6.908,FALSE
1,31-08-12,80.49,3.638,6.908,FALSE
1,07-09-12,83.96,3.73,6.908,TRUE
1,14-09-12,74.97,3.717,6.908,FALSE
1,21-09-12,69.87,3.721,6.908,FALSE
1,28-09-12,76.08,3.666,6.908,FALSE
1,05-10-12,68.55,3.617,6.573,FALSE
1,12-10-12,62.99,3.601,6.573,FALSE
1,19-10-12,67.97,3.594,6.573,FALSE
1,26-10-12,69.16,3.506,6.573,FALSE
1,02-11-12,55.32,3.386,6.573,FALSE
1,09-11-12,61.24,3.314,6.573,FALSE
1,16-11-12,52.92,3.252,6.573,FALSE
1,23-11-12,56.23,3.211,6.573,TRUE
1,30-11-12,52.34,3.207,6.573,FALSE
1,07-12-12,64.12,3.198,6.573,FALSE
1,14-12-12,48.89,3.168,6.573,FALSE
1,21-12-12,56.02,3.098,6.573,FALSE
1,28-12-12,44.79,3.108,6.573,TRUE
1,04-01-13,41.73,3.161,6.525,FALSE
1,11-01-13,50.32,3.243,6.525,FALSE
1,18-01-13,42.92,3.237,6.525,FALSE
1,25-01-13,53.37,3.227,6.525,FALSE
1,01-02-13,56.46,3.244,6.525,FALSE
1,08-02-13,56.67,3.417,6.525,TRUE
1,15-02-13,49.66,3.475,6.525,FALSE
1,22-02-13,50.25,3.597,6.525,FALSE
1,01-03-13,48.01,3.711,6.525,FALSE
1,08-03-13,50.81,3.658,6.525,FALSE
1,15-03-13,55.33,3.622,6.525,FALSE
1,22-03-13,63.42,3.611,6.525,FALSE
1,29-03-13,51,3.606,6.525,FALSE
1,05-04-13,58.59,3.583,6.314,FALSE
1,12-04-13,62.72,3.529,6.314,FALSE
1,19-04-13,67.1,3.451,6.314,FALSE
1,26-04-13,59.23,3.417,6.314,FALSE
1,03-05-13,66.66,3.386,NA,FALSE
1,10-05-13,63.9,3.392,NA,FALSE
1,17-05-13,69.53,3.454,NA,FALSE
1,24-05-13,77.19,3.494,NA,FALSE
1,31-05-13,78.02,3.466,NA,FALSE
1,07-06-13,76.44,3.439,NA,FALSE
1,14-06-13,79.86,3.431,NA,FALSE
1,21-06-13,81.35,3.479,NA,FALSE
1,28-06-13,83.94,3.495,NA,FALSE
1,05-07-13,79.85,3.422,NA,FALSE
1,12-07-13,83.12,3.4,NA,FALSE
1,19-07-13,79.26,3.556,NA,FALSE
1,26-07-13,81.54,3.62,NA,FALSE
2,05-02-10,40.19,2.572,8.324,FALSE
2,12-02-10,38.49,2.548,8.324,TRUE
2,19-02-10,39.69,2.514,8.324,FALSE
2,26-02-10,46.1,2.561,8.324,FALSE
2,05-03-10,47.17,2.625,8.324,FALSE
2,12-03-10,57.56,2.667,8.324,FALSE
2,19-03-10,54.52,2.72,8.324,FALSE
2,26-03-10,51.26,2.732,8.324,FALSE
2,02-04-10,63.27,2.719,8.2,FALSE
2,09-04-10,65.41,2.77,8.2,FALSE
2,16-04-10,68.07,2.808,8.2,FALSE
2,23-04-10,65.11,2.795,8.2,FALSE
2,30-04-10,66.98,2.78,8.2,FALSE
2,07-05-10,71.28,2.835,8.2,FALSE
2,14-05-10,73.31,2.854,8.2,FALSE
2,21-05-10,74.83,2.826,8.2,FALSE
2,28-05-10,81.13,2.759,8.2,FALSE
2,04-06-10,81.81,2.705,8.2,FALSE
2,11-06-10,83.4,2.668,8.2,FALSE
2,18-06-10,85.81,2.637,8.2,FALSE
2,25-06-10,86.26,2.653,8.2,FALSE
2,02-07-10,82.74,2.669,8.099,FALSE
2,09-07-10,82.59,2.642,8.099,FALSE
2,16-07-10,85.32,2.623,8.099,FALSE
2,23-07-10,87.66,2.608,8.099,FALSE
2,30-07-10,83.49,2.64,8.099,FALSE
2,06-08-10,89.53,2.627,8.099,FALSE
2,13-08-10,89.05,2.692,8.099,FALSE
2,20-08-10,88.7,2.664,8.099,FALSE
2,27-08-10,87.12,2.619,8.099,FALSE
2,03-09-10,81.83,2.577,8.099,FALSE
2,10-09-10,79.09,2.565,8.099,TRUE
2,17-09-10,82.05,2.582,8.099,FALSE
2,24-09-10,81.79,2.624,8.099,FALSE
2,01-10-10,69.24,2.603,8.163,FALSE
2,08-10-10,63.19,2.633,8.163,FALSE
2,15-10-10,65.8,2.72,8.163,FALSE
2,22-10-10,68.5,2.725,8.163,FALSE
2,29-10-10,66.24,2.716,8.163,FALSE
2,05-11-10,57.85,2.689,8.163,FALSE
2,12-11-10,59.69,2.728,8.163,FALSE
2,19-11-10,50.81,2.771,8.163,FALSE
2,26-11-10,62.98,2.735,8.163,TRUE
2,03-12-10,49.33,2.708,8.163,FALSE
2,10-12-10,45.5,2.843,8.163,FALSE
2,17-12-10,47.55,2.869,8.163,FALSE
2,24-12-10,49.97,2.886,8.163,FALSE
2,31-12-10,47.3,2.943,8.163,TRUE
2,07-01-11,44.69,2.976,8.028,FALSE
2,14-01-11,33.02,2.983,8.028,FALSE
2,21-01-11,41.4,3.016,8.028,FALSE
2,28-01-11,42.83,3.01,8.028,FALSE
2,04-02-11,38.25,2.989,8.028,FALSE
2,11-02-11,33.19,3.022,8.028,TRUE
2,18-02-11,57.83,3.045,8.028,FALSE
2,25-02-11,60.8,3.065,8.028,FALSE
2,04-03-11,57.77,3.288,8.028,FALSE
2,11-03-11,52.7,3.459,8.028,FALSE
2,18-03-11,62.32,3.488,8.028,FALSE
2,25-03-11,69.42,3.473,8.028,FALSE
2,01-04-11,55.43,3.524,7.931,FALSE
2,08-04-11,67,3.622,7.931,FALSE
2,15-04-11,69.48,3.743,7.931,FALSE
2,22-04-11,69.39,3.807,7.931,FALSE
2,29-04-11,69.21,3.81,7.931,FALSE
2,06-05-11,61.48,3.906,7.931,FALSE
2,13-05-11,74.61,3.899,7.931,FALSE
2,20-05-11,67.14,3.907,7.931,FALSE
2,27-05-11,76.42,3.786,7.931,FALSE
2,03-06-11,83.07,3.699,7.931,FALSE
2,10-06-11,83.4,3.648,7.931,FALSE
2,17-06-11,86.53,3.637,7.931,FALSE
2,24-06-11,85.17,3.594,7.931,FALSE
2,01-07-11,85.69,3.524,7.852,FALSE
2,08-07-11,87.7,3.48,7.852,FALSE
2,15-07-11,89.83,3.575,7.852,FALSE
2,22-07-11,89.34,3.651,7.852,FALSE
2,29-07-11,90.07,3.682,7.852,FALSE
2,05-08-11,93.34,3.684,7.852,FALSE
2,12-08-11,91.58,3.638,7.852,FALSE
2,19-08-11,89.86,3.554,7.852,FALSE
2,26-08-11,90.45,3.523,7.852,FALSE
2,02-09-11,89.64,3.533,7.852,FALSE
2,09-09-11,77.97,3.546,7.852,TRUE
2,16-09-11,78.85,3.526,7.852,FALSE
2,23-09-11,75.58,3.467,7.852,FALSE
2,30-09-11,78.14,3.355,7.852,FALSE
2,07-10-11,69.92,3.285,7.441,FALSE
2,14-10-11,71.67,3.274,7.441,FALSE
2,21-10-11,64.53,3.353,7.441,FALSE
2,28-10-11,65.87,3.372,7.441,FALSE
2,04-11-11,55.53,3.332,7.441,FALSE
2,11-11-11,59.33,3.297,7.441,FALSE
2,18-11-11,62.01,3.308,7.441,FALSE
2,25-11-11,56.36,3.236,7.441,TRUE
2,02-12-11,48.74,3.172,7.441,FALSE
2,09-12-11,41.76,3.158,7.441,FALSE
2,16-12-11,50.13,3.159,7.441,FALSE
2,23-12-11,46.66,3.112,7.441,FALSE
2,30-12-11,44.57,3.129,7.441,TRUE
2,06-01-12,46.75,3.157,7.057,FALSE
2,13-01-12,45.99,3.261,7.057,FALSE
2,20-01-12,51.7,3.268,7.057,FALSE
2,27-01-12,50.5,3.29,7.057,FALSE
2,03-02-12,55.21,3.36,7.057,FALSE
2,10-02-12,46.98,3.409,7.057,TRUE
2,17-02-12,43.82,3.51,7.057,FALSE
2,24-02-12,54.63,3.555,7.057,FALSE
2,02-03-12,58.79,3.63,7.057,FALSE
2,09-03-12,57.11,3.669,7.057,FALSE
2,16-03-12,63.68,3.734,7.057,FALSE
2,23-03-12,64.01,3.787,7.057,FALSE
2,30-03-12,66.83,3.845,7.057,FALSE
2,06-04-12,68.43,3.891,6.891,FALSE
2,13-04-12,68.08,3.891,6.891,FALSE
2,20-04-12,65.69,3.877,6.891,FALSE
2,27-04-12,67.2,3.814,6.891,FALSE
2,04-05-12,76.73,3.749,6.891,FALSE
2,11-05-12,73.87,3.688,6.891,FALSE
2,18-05-12,71.27,3.63,6.891,FALSE
2,25-05-12,78.19,3.561,6.891,FALSE
2,01-06-12,78.38,3.501,6.891,FALSE
2,08-06-12,78.69,3.452,6.891,FALSE
2,15-06-12,80.56,3.393,6.891,FALSE
2,22-06-12,81.04,3.346,6.891,FALSE
2,29-06-12,86.32,3.286,6.891,FALSE
2,06-07-12,84.2,3.227,6.565,FALSE
2,13-07-12,80.17,3.256,6.565,FALSE
2,20-07-12,83.23,3.311,6.565,FALSE
2,27-07-12,86.37,3.407,6.565,FALSE
2,03-08-12,90.22,3.417,6.565,FALSE
2,10-08-12,88.55,3.494,6.565,FALSE
2,17-08-12,84.79,3.571,6.565,FALSE
2,24-08-12,76.91,3.62,6.565,FALSE
2,31-08-12,82.64,3.638,6.565,FALSE
2,07-09-12,87.65,3.73,6.565,TRUE
2,14-09-12,75.88,3.717,6.565,FALSE
2,21-09-12,71.09,3.721,6.565,FALSE
2,28-09-12,79.45,3.666,6.565,FALSE
2,05-10-12,70.27,3.617,6.17,FALSE
2,12-10-12,60.97,3.601,6.17,FALSE
2,19-10-12,68.08,3.594,6.17,FALSE
2,26-10-12,69.79,3.506,6.17,FALSE
2,02-11-12,56.4,3.386,6.17,FALSE
2,09-11-12,61.9,3.314,6.17,FALSE
2,16-11-12,52.72,3.252,6.17,FALSE
2,23-11-12,58.06,3.211,6.17,TRUE
2,30-11-12,52.64,3.207,6.17,FALSE
2,07-12-12,64.19,3.198,6.17,FALSE
2,14-12-12,47.69,3.168,6.17,FALSE
2,21-12-12,55.14,3.098,6.17,FALSE
2,28-12-12,41.56,3.108,6.17,TRUE
2,04-01-13,39.12,3.161,6.237,FALSE
2,11-01-13,47.42,3.243,6.237,FALSE
2,18-01-13,40.98,3.237,6.237,FALSE
2,25-01-13,51.33,3.227,6.237,FALSE
2,01-02-13,54.75,3.244,6.237,FALSE
2,08-02-13,56.08,3.417,6.237,TRUE
2,15-02-13,48.92,3.475,6.237,FALSE
2,22-02-13,48.16,3.597,6.237,FALSE
2,01-03-13,46.08,3.711,6.237,FALSE
2,08-03-13,51.12,3.658,6.237,FALSE
2,15-03-13,55.14,3.622,6.237,FALSE
2,22-03-13,59.97,3.611,6.237,FALSE
2,29-03-13,50.54,3.606,6.237,FALSE
2,05-04-13,58.3,3.583,6.112,FALSE
2,12-04-13,61.23,3.529,6.112,FALSE
2,19-04-13,67.05,3.451,6.112,FALSE
2,26-04-13,58.13,3.417,6.112,FALSE
2,03-05-13,65.26,3.386,NA,FALSE
2,10-05-13,63.51,3.392,NA,FALSE
2,17-05-13,70.55,3.454,NA,FALSE
2,24-05-13,76.83,3.494,NA,FALSE
2,31-05-13,78.05,3.466,NA,FALSE
2,07-06-13,76.2,3.439,NA,FALSE
2,14-06-13,80.91,3.431,NA,FALSE
2,21-06-13,81.11,3.479,NA,FALSE
2,28-06-13,85.37,3.495,NA,FALSE
2,05-07-13,79.48,3.422,NA,FALSE
2,12-07-13,85.41,3.4,NA,FALSE
2,19-07-13,79.16,3.556,NA,FALSE
2,26-07-13,83.17,3.62,NA,FALSE
3,05-02-10,45.71,2.572,7.368,FALSE
3,12-02-10,47.93,2.548,7.368,TRUE
3,19-02-10,47.07,2.514,7.368,FALSE
3,26-02-10,52.05,2.561,7.368,FALSE
3,05-03-10,53.04,2.625,7.368,FALSE
3,12-03-10,63.08,2.667,7.368,FALSE
3,19-03-10,60.42,2.72,7.368,FALSE
3,26-03-10,57.06,2.732,7.368,FALSE
3,02-04-10,65.56,2.719,7.343,FALSE
3,09-04-10,68,2.77,7.343,FALSE
3,16-04-10,66.98,2.808,7.343,FALSE
3,23-04-10,67.87,2.795,7.343,FALSE
3,30-04-10,70.24,2.78,7.343,FALSE
3,07-05-10,73.47,2.835,7.343,FALSE
3,14-05-10,77.18,2.854,7.343,FALSE
3,21-05-10,75.81,2.826,7.343,FALSE
3,28-05-10,78.6,2.759,7.343,FALSE
3,04-06-10,78.53,2.705,7.343,FALSE
3,11-06-10,82.1,2.668,7.343,FALSE
3,18-06-10,83.52,2.637,7.343,FALSE
3,25-06-10,83.79,2.653,7.343,FALSE
3,02-07-10,82.2,2.669,7.346,FALSE
3,09-07-10,81.75,2.642,7.346,FALSE
3,16-07-10,84.32,2.623,7.346,FALSE
3,23-07-10,83.32,2.608,7.346,FALSE
3,30-07-10,82.04,2.64,7.346,FALSE
3,06-08-10,85.13,2.627,7.346,FALSE
3,13-08-10,86.74,2.692,7.346,FALSE
3,20-08-10,88.02,2.664,7.346,FALSE
3,27-08-10,86.15,2.619,7.346,FALSE
3,03-09-10,84.16,2.577,7.346,FALSE
3,10-09-10,80.84,2.565,7.346,TRUE
3,17-09-10,82.36,2.582,7.346,FALSE
3,24-09-10,76.9,2.624,7.346,FALSE
3,01-10-10,73.6,2.603,7.564,FALSE
3,08-10-10,66.99,2.633,7.564,FALSE
3,15-10-10,69.71,2.72,7.564,FALSE
3,22-10-10,71.64,2.725,7.564,FALSE
3,29-10-10,72.04,2.716,7.564,FALSE
3,05-11-10,62.94,2.689,7.564,FALSE
3,12-11-10,62.79,2.728,7.564,FALSE
3,19-11-10,57.72,2.771,7.564,FALSE
3,26-11-10,68.71,2.735,7.564,TRUE
3,03-12-10,53.76,2.708,7.564,FALSE
3,10-12-10,51.13,2.843,7.564,FALSE
3,17-12-10,52.2,2.869,7.564,FALSE
3,24-12-10,57.16,2.886,7.564,FALSE
3,31-12-10,53.2,2.943,7.564,TRUE
3,07-01-11,53.35,2.976,7.551,FALSE
3,14-01-11,44.76,2.983,7.551,FALSE
3,21-01-11,50.74,3.016,7.551,FALSE
3,28-01-11,48.71,3.01,7.551,FALSE
3,04-02-11,45.95,2.989,7.551,FALSE
3,11-02-11,43.57,3.022,7.551,TRUE
3,18-02-11,61.58,3.045,7.551,FALSE
3,25-02-11,67.4,3.065,7.551,FALSE
3,04-03-11,65.11,3.288,7.551,FALSE
3,11-03-11,61.29,3.459,7.551,FALSE
3,18-03-11,69.47,3.488,7.551,FALSE
3,25-03-11,72.94,3.473,7.551,FALSE
3,01-04-11,68.76,3.524,7.574,FALSE
3,08-04-11,72.55,3.622,7.574,FALSE
3,15-04-11,75.88,3.743,7.574,FALSE
3,22-04-11,76.91,3.807,7.574,FALSE
3,29-04-11,78.69,3.81,7.574,FALSE
3,06-05-11,69.45,3.906,7.574,FALSE
3,13-05-11,79.87,3.899,7.574,FALSE
3,20-05-11,75.79,3.907,7.574,FALSE
3,27-05-11,84.41,3.786,7.574,FALSE
3,03-06-11,84.29,3.699,7.574,FALSE
3,10-06-11,84.84,3.648,7.574,FALSE
3,17-06-11,86.96,3.637,7.574,FALSE
3,24-06-11,84.94,3.594,7.574,FALSE
3,01-07-11,85.1,3.524,7.567,FALSE
3,08-07-11,85.38,3.48,7.567,FALSE
3,15-07-11,87.14,3.575,7.567,FALSE
3,22-07-11,86.19,3.651,7.567,FALSE
3,29-07-11,88.07,3.682,7.567,FALSE
3,05-08-11,88.45,3.684,7.567,FALSE
3,12-08-11,88.88,3.638,7.567,FALSE
3,19-08-11,88.44,3.554,7.567,FALSE
3,26-08-11,87.67,3.523,7.567,FALSE
3,02-09-11,89.12,3.533,7.567,FALSE
3,09-09-11,81.72,3.546,7.567,TRUE
3,16-09-11,83.63,3.526,7.567,FALSE
3,23-09-11,80.19,3.467,7.567,FALSE
3,30-09-11,82.58,3.355,7.567,FALSE
3,07-10-11,75.54,3.285,7.197,FALSE
3,14-10-11,73.75,3.274,7.197,FALSE
3,21-10-11,69.03,3.353,7.197,FALSE
3,28-10-11,71.04,3.372,7.197,FALSE
3,04-11-11,59.31,3.332,7.197,FALSE
3,11-11-11,61.7,3.297,7.197,FALSE
3,18-11-11,63.91,3.308,7.197,FALSE
3,25-11-11,68,3.236,7.197,TRUE
3,02-12-11,54.97,3.172,7.197,FALSE
3,09-12-11,49.26,3.158,7.197,FALSE
3,16-12-11,57.95,3.159,7.197,FALSE
3,23-12-11,53.41,3.112,7.197,FALSE
3,30-12-11,48.29,3.129,7.197,TRUE
3,06-01-12,52.42,3.157,6.833,FALSE
3,13-01-12,51.86,3.261,6.833,FALSE
3,20-01-12,56.2,3.268,6.833,FALSE
3,27-01-12,58.06,3.29,6.833,FALSE
3,03-02-12,59.33,3.36,6.833,FALSE
3,10-02-12,51.65,3.409,6.833,TRUE
3,17-02-12,52.39,3.51,6.833,FALSE
3,24-02-12,60.12,3.555,6.833,FALSE
3,02-03-12,61.65,3.63,6.833,FALSE
3,09-03-12,60.71,3.669,6.833,FALSE
3,16-03-12,64,3.734,6.833,FALSE
3,23-03-12,66.53,3.787,6.833,FALSE
3,30-03-12,69.36,3.845,6.833,FALSE
3,06-04-12,73.01,3.891,6.664,FALSE
3,13-04-12,72.83,3.891,6.664,FALSE
3,20-04-12,72.05,3.877,6.664,FALSE
3,27-04-12,73.39,3.814,6.664,FALSE
3,04-05-12,79.51,3.749,6.664,FALSE
3,11-05-12,75.19,3.688,6.664,FALSE
3,18-05-12,72.38,3.63,6.664,FALSE
3,25-05-12,78.58,3.561,6.664,FALSE
3,01-06-12,81.55,3.501,6.664,FALSE
3,08-06-12,81.65,3.452,6.664,FALSE
3,15-06-12,84.66,3.393,6.664,FALSE
3,22-06-12,82.7,3.346,6.664,FALSE
3,29-06-12,86.42,3.286,6.664,FALSE
3,06-07-12,83.14,3.227,6.334,FALSE
3,13-07-12,82.28,3.256,6.334,FALSE
3,20-07-12,81.38,3.311,6.334,FALSE
3,27-07-12,84.94,3.407,6.334,FALSE
3,03-08-12,86.55,3.417,6.334,FALSE
3,10-08-12,85.85,3.494,6.334,FALSE
3,17-08-12,87.36,3.571,6.334,FALSE
3,24-08-12,83.01,3.62,6.334,FALSE
3,31-08-12,85.18,3.638,6.334,FALSE
3,07-09-12,84.99,3.73,6.334,TRUE
3,14-09-12,78.36,3.717,6.334,FALSE
3,21-09-12,72.78,3.721,6.334,FALSE
3,28-09-12,77.46,3.666,6.334,FALSE
3,05-10-12,72.74,3.617,6.034,FALSE
3,12-10-12,70.31,3.601,6.034,FALSE
3,19-10-12,73.44,3.594,6.034,FALSE
3,26-10-12,74.66,3.506,6.034,FALSE
3,02-11-12,61.61,3.386,6.034,FALSE
3,09-11-12,68.72,3.314,6.034,FALSE
3,16-11-12,61.1,3.252,6.034,FALSE
3,23-11-12,61.69,3.211,6.034,TRUE
3,30-11-12,57.5,3.207,6.034,FALSE
3,07-12-12,65.09,3.198,6.034,FALSE
3,14-12-12,54.72,3.168,6.034,FALSE
3,21-12-12,59.39,3.098,6.034,FALSE
3,28-12-12,51.76,3.108,6.034,TRUE
3,04-01-13,46.52,3.161,6.108,FALSE
3,11-01-13,49.83,3.243,6.108,FALSE
3,18-01-13,49.09,3.237,6.108,FALSE
3,25-01-13,57.85,3.227,6.108,FALSE
3,01-02-13,62.81,3.244,6.108,FALSE
3,08-02-13,62.77,3.417,6.108,TRUE
3,15-02-13,57.36,3.475,6.108,FALSE
3,22-02-13,59.96,3.597,6.108,FALSE
3,01-03-13,54.19,3.711,6.108,FALSE
3,08-03-13,57.25,3.658,6.108,FALSE
3,15-03-13,61.99,3.622,6.108,FALSE
3,22-03-13,70.38,3.611,6.108,FALSE
3,29-03-13,60.69,3.606,6.108,FALSE
3,05-04-13,65.89,3.583,5.999,FALSE
3,12-04-13,67.56,3.529,5.999,FALSE
3,19-04-13,71.69,3.451,5.999,FALSE
3,26-04-13,65.23,3.417,5.999,FALSE
3,03-05-13,69.73,3.386,NA,FALSE
3,10-05-13,68.93,3.392,NA,FALSE
3,17-05-13,75.33,3.454,NA,FALSE
3,24-05-13,81.27,3.494,NA,FALSE
3,31-05-13,78.99,3.466,NA,FALSE
3,07-06-13,80.11,3.439,NA,FALSE
3,14-06-13,78.61,3.431,NA,FALSE
3,21-06-13,82.81,3.479,NA,FALSE
3,28-06-13,85.14,3.495,NA,FALSE
3,05-07-13,81.59,3.422,NA,FALSE
3,12-07-13,84.86,3.4,NA,FALSE
3,19-07-13,81.11,3.556,NA,FALSE
3,26-07-13,85.53,3.62,NA,FALSE
4,05-02-10,43.76,2.598,8.623,FALSE
4,12-02-10,28.84,2.573,8.623,TRUE
4,19-02-10,36.45,2.54,8.623,FALSE
4,26-02-10,41.36,2.59,8.623,FALSE
4,05-03-10,43.49,2.654,8.623,FALSE
4,12-03-10,49.63,2.704,8.623,FALSE
4,19-03-10,55.19,2.743,8.623,FALSE
4,26-03-10,39.91,2.752,8.623,FALSE
4,02-04-10,48.77,2.74,7.896,FALSE
4,09-04-10,54.16,2.773,7.896,FALSE
4,16-04-10,56.23,2.81,7.896,FALSE
4,23-04-10,56.87,2.805,7.896,FALSE
4,30-04-10,53.04,2.787,7.896,FALSE
