City,Restaurant,Date,Weekly_Sales,IsHoliday
1,2,14-05-10,43675.61,FALSE
1,2,21-05-10,44319.15,FALSE
1,2,28-05-10,44619.52,FALSE
1,2,04-06-10,48754.47,FALSE
1,2,11-06-10,47089.54,FALSE
1,2,18-06-10,44428.71,FALSE
1,2,25-06-10,45299.92,FALSE
1,2,02-07-10,47077.72,FALSE
1,2,09-07-10,46752.12,FALSE
1,2,16-07-10,44339.2,FALSE
1,2,23-07-10,44763.33,FALSE
1,2,30-07-10,45833.77,FALSE
1,2,06-08-10,50031.73,FALSE
1,2,13-08-10,45475.69,FALSE
1,2,20-08-10,49754.17,FALSE
1,2,27-08-10,49623.53,FALSE
1,2,03-09-10,49015.05,FALSE
1,2,10-09-10,45182.5,TRUE
1,2,17-09-10,44681.64,FALSE
1,2,24-09-10,42477.49,FALSE
1,2,01-10-10,45829.02,FALSE
1,2,08-10-10,46387.54,FALSE
1,2,15-10-10,43110.79,FALSE
1,2,22-10-10,42371.48,FALSE
1,2,29-10-10,44081.33,FALSE
1,2,05-11-10,46381.43,FALSE
1,2,12-11-10,43194.49,FALSE
1,2,19-11-10,41443.25,FALSE
1,2,26-11-10,45681.98,TRUE
1,2,03-12-10,44405.02,FALSE
1,2,10-12-10,46955.82,FALSE
1,2,17-12-10,49303.28,FALSE
1,2,24-12-10,59889.32,FALSE
1,2,31-12-10,35819.83,TRUE
1,2,07-01-11,43202.29,FALSE
1,2,14-01-11,39857.4,FALSE
1,2,21-01-11,41596.99,FALSE
1,2,28-01-11,41651.01,FALSE
1,2,04-02-11,46829.12,FALSE
1,2,11-02-11,47595.35,TRUE
1,2,18-02-11,49202.06,FALSE
1,2,25-02-11,46165.25,FALSE
1,2,04-03-11,53035.54,FALSE
1,2,11-03-11,48465.72,FALSE
1,2,18-03-11,45222.3,FALSE
1,2,25-03-11,44293.54,FALSE
1,2,01-04-11,46991.58,FALSE
1,2,08-04-11,48501.79,FALSE
1,2,15-04-11,44464.74,FALSE
1,2,22-04-11,46544.56,FALSE
1,2,29-04-11,43682.41,FALSE
1,2,06-05-11,50139.92,FALSE
1,2,13-05-11,44274.15,FALSE
1,2,20-05-11,44302.11,FALSE
1,2,27-05-11,45072.11,FALSE
1,2,03-06-11,47844.27,FALSE
1,2,10-06-11,46363.93,FALSE
1,2,17-06-11,42939.63,FALSE
1,2,24-06-11,42415.81,FALSE
1,2,01-07-11,45247.74,FALSE
1,2,08-07-11,44623.23,FALSE
1,2,15-07-11,43260.96,FALSE
1,2,22-07-11,45113.56,FALSE
1,2,29-07-11,43191.02,FALSE
1,2,05-08-11,49359.75,FALSE
1,2,12-08-11,45341.92,FALSE
1,2,19-08-11,46391.12,FALSE
1,2,26-08-11,47659.93,FALSE
1,2,02-09-11,49419.75,FALSE
1,2,09-09-11,43315.85,TRUE
1,2,16-09-11,42963.96,FALSE
1,2,23-09-11,43390.94,FALSE
1,2,30-09-11,46045.09,FALSE
1,2,07-10-11,49880.69,FALSE
1,2,14-10-11,43306.38,FALSE
1,2,21-10-11,42487.67,FALSE
1,2,28-10-11,41682.4,FALSE
1,2,04-11-11,47313.62,FALSE
1,2,11-11-11,44936.47,FALSE
1,2,18-11-11,43997.78,FALSE
1,2,25-11-11,44259.59,TRUE
1,2,02-12-11,45928.14,FALSE
1,2,09-12-11,49357.43,FALSE
1,2,16-12-11,51137.42,FALSE
1,2,23-12-11,65615.36,FALSE
1,2,30-12-11,43539.94,TRUE
1,3,05-02-10,13740.12,FALSE
1,3,12-02-10,10887.84,TRUE
1,3,19-02-10,11523.47,FALSE
1,3,26-02-10,11135.17,FALSE
1,3,05-03-10,12275.58,FALSE
1,3,12-03-10,10123.45,FALSE
1,3,19-03-10,9001.37,FALSE
1,3,26-03-10,10366.85,FALSE
1,3,02-04-10,11157.08,FALSE
1,3,09-04-10,10179.29,FALSE
1,3,16-04-10,9226.8,FALSE
1,3,23-04-10,8868.93,FALSE
1,3,30-04-10,9337.44,FALSE
1,3,07-05-10,9372.8,FALSE
1,3,14-05-10,7919.86,FALSE
1,3,21-05-10,7813.91,FALSE
1,3,28-05-10,8412.69,FALSE
1,3,04-06-10,8001.41,FALSE
1,3,11-06-10,7742.75,FALSE
1,3,18-06-10,8201.06,FALSE
1,3,25-06-10,6591.22,FALSE
1,3,02-07-10,7857.88,FALSE
1,3,09-07-10,8112.67,FALSE
1,3,16-07-10,13751.3,FALSE
1,3,23-07-10,16930.62,FALSE
1,3,30-07-10,20915.95,FALSE
1,3,06-08-10,26719.02,FALSE
1,3,13-08-10,30640.54,FALSE
1,3,20-08-10,41101.93,FALSE
1,3,27-08-10,51159.17,FALSE
1,3,03-09-10,19081.8,FALSE
1,3,10-09-10,12134.69,TRUE
1,3,17-09-10,10722.46,FALSE
1,3,24-09-10,8097.92,FALSE
1,3,01-10-10,9775.17,FALSE
1,3,08-10-10,10081.8,FALSE
1,3,15-10-10,9735.73,FALSE
1,3,22-10-10,8614.41,FALSE
1,3,29-10-10,9283.09,FALSE
1,3,05-11-10,9825.22,FALSE
1,3,12-11-10,9146.77,FALSE
1,3,19-11-10,9202.11,FALSE
1,3,26-11-10,10706.81,TRUE
1,3,03-12-10,10856.85,FALSE
1,3,10-12-10,11219.78,FALSE
1,3,17-12-10,11986.84,FALSE
1,3,24-12-10,12080.36,FALSE
1,3,31-12-10,8266.14,TRUE
1,3,07-01-11,15808.15,FALSE
1,3,14-01-11,13275.87,FALSE
1,3,21-01-11,12532.94,FALSE
1,3,28-01-11,11983.34,FALSE
1,3,04-02-11,11012.52,FALSE
1,3,11-02-11,11428.25,TRUE
1,3,18-02-11,11724.98,FALSE
1,3,25-02-11,10473.78,FALSE
1,3,04-03-11,11039.12,FALSE
1,3,11-03-11,10689.97,FALSE
1,3,18-03-11,8148.69,FALSE
1,3,25-03-11,9049.02,FALSE
1,3,01-04-11,8734.19,FALSE
1,3,08-04-11,10417.33,FALSE
1,3,15-04-11,8212.97,FALSE
1,3,22-04-11,8468.72,FALSE
1,3,29-04-11,8653.62,FALSE
1,3,06-05-11,10420.92,FALSE
1,3,13-05-11,8732.46,FALSE
1,3,20-05-11,7939.01,FALSE
1,3,27-05-11,8120.7,FALSE
1,3,03-06-11,8853.89,FALSE
1,3,10-06-11,7508.71,FALSE
1,3,17-06-11,7658.75,FALSE
1,3,24-06-11,6165.73,FALSE
1,3,01-07-11,8070.64,FALSE
1,3,08-07-11,7366.5,FALSE
1,3,15-07-11,11578.11,FALSE
1,3,22-07-11,16069.5,FALSE
1,3,29-07-11,21331.51,FALSE
1,3,05-08-11,31248.98,FALSE
1,3,12-08-11,32148.93,FALSE
1,3,19-08-11,41603.11,FALSE
1,3,26-08-11,49775.52,FALSE
1,3,02-09-11,19604.47,FALSE
1,3,09-09-11,12778.28,TRUE
1,3,16-09-11,10412.88,FALSE
1,3,23-09-11,9755.56,FALSE
1,3,30-09-11,10434.83,FALSE
1,3,07-10-11,9977.96,FALSE
1,3,14-10-11,9870.22,FALSE
1,3,21-10-11,10136.78,FALSE
1,3,28-10-11,9421.2,FALSE
1,3,04-11-11,9189.2,FALSE
1,3,11-11-11,9959.64,FALSE
1,3,18-11-11,10104.36,FALSE
1,3,25-11-11,9317.56,TRUE
1,3,02-12-11,10146.54,FALSE
1,3,09-12-11,12955.55,FALSE
1,3,16-12-11,13180.05,FALSE
1,3,23-12-11,13667.88,FALSE
1,3,30-12-11,8848.44,TRUE
1,4,05-02-10,39954.04,FALSE
1,4,12-02-10,35351.21,TRUE
1,4,19-02-10,36826.95,FALSE
1,4,26-02-10,34660.16,FALSE
1,4,05-03-10,38086.19,FALSE
1,4,12-03-10,32668.67,FALSE
1,4,19-03-10,34118.11,FALSE
1,4,26-03-10,33872.07,FALSE
1,4,02-04-10,37809.49,FALSE
1,4,09-04-10,36174.43,FALSE
1,4,16-04-10,34740.19,FALSE
1,4,23-04-10,33806.71,FALSE
1,4,30-04-10,33437.8,FALSE
1,4,07-05-10,37168.34,FALSE
1,4,14-05-10,33657.7,FALSE
1,4,21-05-10,35571.47,FALSE
1,4,28-05-10,36380.36,FALSE
1,4,04-06-10,40548.19,FALSE
1,4,11-06-10,36579.96,FALSE
1,4,18-06-10,35059.52,FALSE
1,4,25-06-10,34454.69,FALSE
1,4,02-07-10,39773.71,FALSE
1,4,09-07-10,39781.45,FALSE
1,4,16-07-10,35234.66,FALSE
1,4,23-07-10,36624.71,FALSE
1,4,30-07-10,36419.68,FALSE
1,4,06-08-10,40973.88,FALSE
1,4,13-08-10,36461.66,FALSE
1,4,20-08-10,39706.1,FALSE
1,4,27-08-10,36404.6,FALSE
1,4,03-09-10,38321.88,FALSE
1,4,10-09-10,36603.78,TRUE
1,4,17-09-10,33999.01,FALSE
1,4,24-09-10,32497.43,FALSE
1,4,01-10-10,34912.45,FALSE
1,4,08-10-10,35772.82,FALSE
1,4,15-10-10,34693.27,FALSE
1,4,22-10-10,32902.26,FALSE
1,4,29-10-10,35202.44,FALSE
1,4,05-11-10,37980.55,FALSE
1,4,12-11-10,35008.03,FALSE
1,4,19-11-10,37078.61,FALSE
1,4,26-11-10,46201.27,TRUE
1,4,03-12-10,37110.55,FALSE
1,4,10-12-10,36364.31,FALSE
1,4,17-12-10,39154.41,FALSE
1,4,24-12-10,47893.23,FALSE
1,4,31-12-10,36913.8,TRUE
1,4,07-01-11,37947.8,FALSE
1,4,14-01-11,34393.95,FALSE
1,4,21-01-11,33735.58,FALSE
1,4,28-01-11,32905.88,FALSE
1,4,04-02-11,35870.49,FALSE
1,4,11-02-11,37373.33,TRUE
1,4,18-02-11,36479.25,FALSE
1,4,25-02-11,33677.18,FALSE
1,4,04-03-11,37943.96,FALSE
1,4,11-03-11,35229.12,FALSE
1,4,18-03-11,34863.03,FALSE
1,4,25-03-11,34813.12,FALSE
1,4,01-04-11,34451.9,FALSE
1,4,08-04-11,36514.43,FALSE
1,4,15-04-11,33466.89,FALSE
1,4,22-04-11,35132.7,FALSE
1,4,29-04-11,34528.56,FALSE
1,4,06-05-11,37827.69,FALSE
1,4,13-05-11,33471.81,FALSE
1,4,20-05-11,34137.41,FALSE
1,4,27-05-11,36790.72,FALSE
1,4,03-06-11,42508.02,FALSE
1,4,10-06-11,35376.06,FALSE
1,4,17-06-11,35523.17,FALSE
1,4,24-06-11,35062.02,FALSE
1,4,01-07-11,36451.71,FALSE
1,4,08-07-11,39149.99,FALSE
1,4,15-07-11,33930.8,FALSE
1,4,22-07-11,34630.02,FALSE
1,4,29-07-11,35555.5,FALSE
1,4,05-08-11,39339.09,FALSE
1,4,12-08-11,37449.94,FALSE
1,4,19-08-11,39148.87,FALSE
1,4,26-08-11,37495.2,FALSE
1,4,02-09-11,36589.07,FALSE
1,4,09-09-11,35105.96,TRUE
1,4,16-09-11,34108.12,FALSE
1,4,23-09-11,32655.07,FALSE
1,4,30-09-11,32830.81,FALSE
1,4,07-10-11,37397.63,FALSE
1,4,14-10-11,35000.3,FALSE
1,4,21-10-11,33954.55,FALSE
1,4,28-10-11,34247.26,FALSE
1,4,04-11-11,39354.84,FALSE
1,4,11-11-11,36826.52,FALSE
1,4,18-11-11,37656.58,FALSE
1,4,25-11-11,46564.14,TRUE
1,4,02-12-11,38489.63,FALSE
1,4,09-12-11,38729.31,FALSE
1,4,16-12-11,38266.47,FALSE
1,4,23-12-11,47785.93,FALSE
1,4,30-12-11,37371.22,TRUE
1,5,05-02-10,32229.38,FALSE
1,5,12-02-10,29620.81,TRUE
1,5,19-02-10,26468.27,FALSE
1,5,26-02-10,24101.89,FALSE
1,5,05-03-10,23082.14,FALSE
1,5,12-03-10,21498.92,FALSE
1,5,19-03-10,22632.57,FALSE
1,5,26-03-10,38971.89,FALSE
1,5,02-04-10,29967.92,FALSE
1,5,09-04-10,18516.45,FALSE
1,5,16-04-10,11570.27,FALSE
1,5,23-04-10,24763.98,FALSE
1,5,30-04-10,22006.41,FALSE
1,5,07-05-10,19260.44,FALSE
1,5,14-05-10,16891.66,FALSE
1,5,21-05-10,16157.17,FALSE
1,5,28-05-10,15784.6,FALSE
1,5,04-06-10,22932.26,FALSE
1,5,11-06-10,21817.36,FALSE
1,5,18-06-10,19778.44,FALSE
1,5,25-06-10,19054.58,FALSE
1,5,02-07-10,18887.71,FALSE
1,5,09-07-10,20249.54,FALSE
1,5,16-07-10,17918.22,FALSE
1,5,23-07-10,17313.46,FALSE
1,5,30-07-10,16472.48,FALSE
1,5,06-08-10,16926.17,FALSE
1,5,13-08-10,15544.62,FALSE
1,5,20-08-10,15412.44,FALSE
1,5,27-08-10,13570.32,FALSE
1,5,03-09-10,15390.52,FALSE
1,5,10-09-10,17776.56,TRUE
1,5,17-09-10,15862.61,FALSE
1,5,24-09-10,17039.38,FALSE
1,5,01-10-10,23381.38,FALSE
1,5,08-10-10,19853.57,FALSE
1,5,15-10-10,20443.05,FALSE
1,5,22-10-10,19525.85,FALSE
1,5,29-10-10,16377.46,FALSE
1,5,05-11-10,23903.81,FALSE
1,5,12-11-10,23698.89,FALSE
1,5,19-11-10,24716.49,FALSE
1,5,26-11-10,70158.86,TRUE
1,5,03-12-10,36472.02,FALSE
1,5,10-12-10,49517.17,FALSE
1,5,17-12-10,59589.48,FALSE
1,5,24-12-10,85676.09,FALSE
1,5,31-12-10,32280.82,TRUE
1,5,07-01-11,22699.69,FALSE
1,5,14-01-11,17445.37,FALSE
1,5,21-01-11,18438.07,FALSE
1,5,28-01-11,22118.7,FALSE
1,5,04-02-11,31280.62,FALSE
1,5,11-02-11,36667.65,TRUE
1,5,18-02-11,31092.62,FALSE
1,5,25-02-11,23870.31,FALSE
1,5,04-03-11,28902.37,FALSE
1,5,11-03-11,23704.37,FALSE
1,5,18-03-11,22685.69,FALSE
1,5,25-03-11,18719.22,FALSE
1,5,01-04-11,23598.55,FALSE
1,5,08-04-11,22393.09,FALSE
1,5,15-04-11,22719.82,FALSE
1,5,22-04-11,21786.16,FALSE
1,5,29-04-11,17503.28,FALSE
1,5,06-05-11,16195.54,FALSE
1,5,13-05-11,15587.78,FALSE
1,5,20-05-11,15575.25,FALSE
1,5,27-05-11,16613.98,FALSE
1,5,03-06-11,16848.76,FALSE
1,5,10-06-11,18648.73,FALSE
1,5,17-06-11,17861.56,FALSE
1,5,24-06-11,21695.24,FALSE
1,5,01-07-11,19239.86,FALSE
1,5,08-07-11,17989.45,FALSE
1,5,15-07-11,18444.8,FALSE
1,5,22-07-11,19331.53,FALSE
1,5,29-07-11,17406.68,FALSE
1,5,05-08-11,21183.42,FALSE
1,5,12-08-11,21320.93,FALSE
1,5,19-08-11,18643.51,FALSE
1,5,26-08-11,15478.26,FALSE
1,5,02-09-11,20432.91,FALSE
1,5,09-09-11,19075.78,TRUE
1,5,16-09-11,19386.23,FALSE
1,5,23-09-11,20562.37,FALSE
1,5,30-09-11,16385.37,FALSE
1,5,07-10-11,30352.06,FALSE
1,5,14-10-11,22917.89,FALSE
1,5,21-10-11,32700.34,FALSE
1,5,28-10-11,26391.79,FALSE
1,5,04-11-11,31956.07,FALSE
1,5,11-11-11,31002.65,FALSE
1,5,18-11-11,27339.37,FALSE
1,5,25-11-11,79340.15,TRUE
1,5,02-12-11,32572.27,FALSE
1,5,09-12-11,41782.13,FALSE
1,5,16-12-11,43479.7,FALSE
1,5,23-12-11,61483.82,FALSE
1,5,30-12-11,34981.76,TRUE
1,6,05-02-10,5749.03,FALSE
1,6,12-02-10,9135,TRUE
1,6,19-02-10,6060.26,FALSE
1,6,26-02-10,5244.56,FALSE
1,6,05-03-10,4221.25,FALSE
1,6,12-03-10,5619,FALSE
1,6,19-03-10,4906.05,FALSE
1,6,26-03-10,7468.33,FALSE
1,6,02-04-10,4132.61,FALSE
1,6,09-04-10,4428.8,FALSE
1,6,16-04-10,5020.78,FALSE
1,6,23-04-10,3945.19,FALSE
1,6,30-04-10,4736.15,FALSE
1,6,07-05-10,7477.7,FALSE
1,6,14-05-10,6982.17,FALSE
1,6,21-05-10,3395.75,FALSE
1,6,28-05-10,6165.59,FALSE
1,6,04-06-10,5484.9,FALSE
1,6,11-06-10,4082.04,FALSE
1,6,18-06-10,3902.26,FALSE
1,6,25-06-10,4239.1,FALSE
1,6,02-07-10,4541.91,FALSE
1,6,09-07-10,4986.25,FALSE
1,6,16-07-10,4772.7,FALSE
1,6,23-07-10,5758.04,FALSE
1,6,30-07-10,3932.95,FALSE
1,6,06-08-10,4700.38,FALSE
1,6,13-08-10,3885.01,FALSE
1,6,20-08-10,4067.35,FALSE
1,6,27-08-10,3389.29,FALSE
1,6,03-09-10,3553.75,FALSE
1,6,10-09-10,4432.69,TRUE
1,6,17-09-10,4492.88,FALSE
1,6,24-09-10,4601.39,FALSE
1,6,01-10-10,2876.19,FALSE
1,6,08-10-10,4168.36,FALSE
1,6,15-10-10,5024.04,FALSE
1,6,22-10-10,4291.27,FALSE
1,6,29-10-10,5424.27,FALSE
1,6,05-11-10,5036.99,FALSE
1,6,12-11-10,4248.34,FALSE
1,6,19-11-10,3507.65,FALSE
1,6,26-11-10,20163.69,TRUE
1,6,03-12-10,6356.96,FALSE
1,6,10-12-10,6440.06,FALSE
1,6,17-12-10,12078.11,FALSE
1,6,24-12-10,28497.52,FALSE
1,6,31-12-10,5878.25,TRUE
1,6,07-01-11,1376.15,FALSE
1,6,14-01-11,2355.86,FALSE
1,6,21-01-11,2163.84,FALSE
1,6,28-01-11,3200.68,FALSE
1,6,04-02-11,3324.96,FALSE
1,6,11-02-11,4542.8,TRUE
1,6,18-02-11,4033.43,FALSE
1,6,25-02-11,4203.87,FALSE
1,6,04-03-11,3882.86,FALSE
1,6,11-03-11,3928.8,FALSE
1,6,18-03-11,2889.22,FALSE
1,6,25-03-11,4508.3,FALSE
1,6,01-04-11,3249.27,FALSE
1,6,08-04-11,3340.31,FALSE
1,6,15-04-11,3798.07,FALSE
1,6,22-04-11,2995.07,FALSE
1,6,29-04-11,4298.02,FALSE
1,6,06-05-11,7213.53,FALSE
1,6,13-05-11,4162.52,FALSE
1,6,20-05-11,4640.76,FALSE
1,6,27-05-11,5572.35,FALSE
1,6,03-06-11,4021.54,FALSE
1,6,10-06-11,3079.94,FALSE
1,6,17-06-11,3004.81,FALSE
1,6,24-06-11,3020.07,FALSE
1,6,01-07-11,4047.92,FALSE
1,6,08-07-11,3412.08,FALSE
1,6,15-07-11,3154.33,FALSE
1,6,22-07-11,3665.52,FALSE
1,6,29-07-11,2839.92,FALSE
1,6,05-08-11,2864.27,FALSE
1,6,12-08-11,3124.83,FALSE
1,6,19-08-11,3717.28,FALSE
1,6,26-08-11,3296.22,FALSE
1,6,02-09-11,3461.79,FALSE
1,6,09-09-11,6147.43,TRUE
1,6,16-09-11,3806.5,FALSE
1,6,23-09-11,4718.28,FALSE
1,6,30-09-11,3489.24,FALSE
1,6,07-10-11,4733.74,FALSE
1,6,14-10-11,4248.69,FALSE
1,6,21-10-11,5111.85,FALSE
1,6,28-10-11,6227.43,FALSE
1,6,04-11-11,6223.03,FALSE
1,6,11-11-11,3527.62,FALSE
1,6,18-11-11,2640.98,FALSE
1,6,25-11-11,18629.83,TRUE
1,6,02-12-11,5240.63,FALSE
1,6,09-12-11,6714.41,FALSE
1,6,16-12-11,10022.4,FALSE
1,6,23-12-11,18931.11,FALSE
1,6,30-12-11,6629.6,TRUE
1,7,05-02-10,21084.08,FALSE
1,7,12-02-10,18310.31,TRUE
1,7,19-02-10,19985.2,FALSE
1,7,26-02-10,17224.22,FALSE
1,7,05-03-10,19659.7,FALSE
1,7,12-03-10,21529.14,FALSE
1,7,19-03-10,22711.59,FALSE
1,7,26-03-10,16254.21,FALSE
1,7,02-04-10,22427.62,FALSE
1,7,09-04-10,20516.64,FALSE
1,7,16-04-10,19330.26,FALSE
1,7,23-04-10,18534.4,FALSE
1,7,30-04-10,22723.48,FALSE
1,7,07-05-10,20457.62,FALSE
1,7,14-05-10,18771.35,FALSE
1,7,21-05-10,28726.86,FALSE
1,7,28-05-10,36911.59,FALSE
1,7,04-06-10,44563.68,FALSE
1,7,11-06-10,26910.46,FALSE
1,7,18-06-10,26984.25,FALSE
1,7,25-06-10,28912.18,FALSE
1,7,02-07-10,22589,FALSE
1,7,09-07-10,22767.34,FALSE
1,7,16-07-10,22666.55,FALSE
1,7,23-07-10,20029.1,FALSE
1,7,30-07-10,17709.46,FALSE
1,7,06-08-10,21842.57,FALSE
1,7,13-08-10,19178.36,FALSE
1,7,20-08-10,17821.71,FALSE
1,7,27-08-10,16309.44,FALSE
1,7,03-09-10,18005.65,FALSE
1,7,10-09-10,20824.49,TRUE
1,7,17-09-10,17397.01,FALSE
1,7,24-09-10,18227.39,FALSE
1,7,01-10-10,16481.79,FALSE
1,7,08-10-10,16350.96,FALSE
1,7,15-10-10,16296.65,FALSE
1,7,22-10-10,15395.27,FALSE
1,7,29-10-10,17598.98,FALSE
1,7,05-11-10,19136.58,FALSE
1,7,12-11-10,21019.7,FALSE
1,7,19-11-10,24313.72,FALSE
1,7,26-11-10,72635.06,TRUE
1,7,03-12-10,47406.83,FALSE
1,7,10-12-10,63896.89,FALSE
1,7,17-12-10,96198.12,FALSE
1,7,24-12-10,166697.72,FALSE
1,7,31-12-10,27433.06,TRUE
1,7,07-01-11,17516.16,FALSE
1,7,14-01-11,10774.06,FALSE
1,7,21-01-11,12657.33,FALSE
1,7,28-01-11,13957.4,FALSE
1,7,04-02-11,17239.86,FALSE
1,7,11-02-11,21169.06,TRUE
1,7,18-02-11,24549.68,FALSE
1,7,25-02-11,23811.23,FALSE
1,7,04-03-11,19607.4,FALSE
1,7,11-03-11,20304.74,FALSE
1,7,18-03-11,22751.59,FALSE
1,7,25-03-11,19958,FALSE
1,7,01-04-11,20144.71,FALSE
1,7,08-04-11,21617.85,FALSE
1,7,15-04-11,19955.07,FALSE
1,7,22-04-11,24606.39,FALSE
1,7,29-04-11,22934.42,FALSE
1,7,06-05-11,19394,FALSE
1,7,13-05-11,21344.39,FALSE
1,7,20-05-11,18787.41,FALSE
1,7,27-05-11,26736.85,FALSE
1,7,03-06-11,38450.3,FALSE
1,7,10-06-11,38569.49,FALSE
1,7,17-06-11,31439.02,FALSE
1,7,24-06-11,23791.78,FALSE
1,7,01-07-11,23747.1,FALSE
1,7,08-07-11,20691.6,FALSE
1,7,15-07-11,14805.42,FALSE
1,7,22-07-11,16002.3,FALSE
1,7,29-07-11,16061.11,FALSE
1,7,05-08-11,17388.43,FALSE
1,7,12-08-11,14088.28,FALSE
1,7,19-08-11,13413.8,FALSE
1,7,26-08-11,12116.03,FALSE
1,7,02-09-11,14564.8,FALSE
1,7,09-09-11,13370.82,TRUE
1,7,16-09-11,14948.27,FALSE
1,7,23-09-11,14836.91,FALSE
1,7,30-09-11,13908.4,FALSE
1,7,07-10-11,12758.28,FALSE
1,7,14-10-11,13900.54,FALSE
1,7,21-10-11,24664.06,FALSE
1,7,28-10-11,26827.51,FALSE
1,7,04-11-11,24182.96,FALSE
1,7,11-11-11,25942.35,FALSE
1,7,18-11-11,21953.16,FALSE
1,7,25-11-11,71151.34,TRUE
1,7,02-12-11,33118.33,FALSE
1,7,09-12-11,47751.41,FALSE
